salesorderid,orderdate,requireddeliverydate,orderstatus,ordertotalamount,customerid,customername,salesorderlineid,productid,productname,producttype,targetyield,standardcycletime_seconds,quantityordered,lineunitprice,linetotalamount,linestatus
SO-20250502080046-223,2025-05-02,2025-05-16,Partially Shipped,27755.3,CUST004,MediEquip Corp.,869,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,439,8.9,3907.1,Partially_Shipped
SO-20250503151228-926,2025-05-03,2025-06-03,Partially Shipped,6986.5,CUST004,MediEquip Corp.,878,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,497,8.9,4423.3,Partially_Shipped
SO-20250422082726-442,2025-04-22,2025-05-18,Partially Shipped,50226.25,CUST001,Global Tech Solutions,823,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,8735,5.75,50226.25,Partially_Shipped
SO-20250502080046-223,2025-05-02,2025-05-16,Partially Shipped,27755.3,CUST004,MediEquip Corp.,868,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,466,45.0,20970.0,Partially_Shipped
SO-20250429152428-385,2025-04-29,2025-06-01,Partially Shipped,15814.1,CUST001,Global Tech Solutions,858,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,446,25.5,11373.0,Partially_Shipped
SO-20250421140656-152,2025-04-21,2025-05-02,Partially Shipped,722.5,CUST005,Automotive Innovations Ltd.,820,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,156,2.5,390.0,Partially_Shipped
SO-20250422122115-347,2025-04-22,2025-05-16,Partially Shipped,15807.5,CUST001,Global Tech Solutions,824,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,6323,2.5,15807.5,Partially_Shipped
SO-20250423114739-753,2025-04-23,2025-05-30,Partially Shipped,28502.5,CUST004,MediEquip Corp.,826,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,5677,2.5,14192.5,Partially_Shipped
SO-20250423114739-753,2025-04-23,2025-05-30,Partially Shipped,28502.5,CUST004,MediEquip Corp.,825,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,318,45.0,14310.0,Partially_Shipped
SO-20250430093506-462,2025-04-30,2025-05-13,Partially Shipped,23826.8,CUST004,MediEquip Corp.,861,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,168,45.0,7560.0,Partially_Shipped
SO-20250503104148-644,2025-05-03,2025-06-05,Partially Shipped,159591.4,CUST005,Automotive Innovations Ltd.,874,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,231,45.0,10395.0,Partially_Shipped
SO-20250425131152-891,2025-04-25,2025-05-15,Partially Shipped,5016.0,CUST004,MediEquip Corp.,834,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,330,15.2,5016.0,Partially_Shipped
SO-20250504084601-872,2025-05-04,2025-06-03,Partially Shipped,11590.8,CUST003,AeroSpace Dynamics,883,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,442,7.8,3447.6,Partially_Shipped
SO-20250429125207-336,2025-04-29,2025-05-12,Partially Shipped,54516.0,CUST002,Future Devices Inc.,853,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,5724,8.9,50943.6,Partially_Shipped
SO-20250429121512-626,2025-04-29,2025-06-04,Partially Shipped,16554.9,CUST004,MediEquip Corp.,852,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,241,8.9,2144.9,Partially_Shipped
SO-20250426153721-303,2025-04-26,2025-05-17,Partially Shipped,54313.25,CUST003,AeroSpace Dynamics,841,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,8581,5.75,49340.75,Partially_Shipped
SO-20250421140249-945,2025-04-21,2025-05-22,Partially Shipped,1521.0,CUST003,AeroSpace Dynamics,818,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,195,7.8,1521.0,Partially_Shipped
SO-20250422114003-129,2025-04-22,2025-05-14,Partially Shipped,406908.25,CUST002,Future Devices Inc.,821,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,8995,45.0,404775.0,Partially_Shipped
SO-20250427154247-636,2025-04-27,2025-06-09,Partially Shipped,680.0,CUST005,Automotive Innovations Ltd.,842,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,272,2.5,680.0,Partially_Shipped
SO-20250429152428-385,2025-04-29,2025-06-01,Partially Shipped,15814.1,CUST001,Global Tech Solutions,857,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,499,8.9,4441.1,Partially_Shipped
SO-20250430115745-971,2025-04-30,2025-06-08,Partially Shipped,151778.9,CUST003,AeroSpace Dynamics,864,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,1033,25.5,26341.5,Partially_Shipped
SO-20250429141252-491,2025-04-29,2025-05-10,Partially Shipped,2064.4,CUST005,Automotive Innovations Ltd.,856,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,122,15.2,1854.4,Partially_Shipped
SO-20250427122358-131,2025-04-27,2025-06-10,Partially Shipped,36948.6,CUST002,Future Devices Inc.,845,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,4453,7.8,34733.4,Partially_Shipped
SO-20250430093506-462,2025-04-30,2025-05-13,Partially Shipped,23826.8,CUST004,MediEquip Corp.,859,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,259,15.2,3936.8,Partially_Shipped
SO-20250430115745-971,2025-04-30,2025-06-08,Partially Shipped,151778.9,CUST003,AeroSpace Dynamics,862,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,286,8.9,2545.4,Partially_Shipped
SO-20250429141252-491,2025-04-29,2025-05-10,Partially Shipped,2064.4,CUST005,Automotive Innovations Ltd.,855,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,84,2.5,210.0,Partially_Shipped
SO-20250503151228-926,2025-05-03,2025-06-03,Partially Shipped,6986.5,CUST004,MediEquip Corp.,877,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,288,8.9,2563.2,Partially_Shipped
SO-20250423160054-344,2025-04-23,2025-06-04,Partially Shipped,9177.4,CUST004,MediEquip Corp.,829,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,321,15.2,4879.2,Partially_Shipped
SO-20250425115813-372,2025-04-25,2025-05-15,Partially Shipped,304379.5,CUST005,Automotive Innovations Ltd.,838,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,7286,5.75,41894.5,Partially_Shipped
SO-20250422114003-129,2025-04-22,2025-05-14,Partially Shipped,406908.25,CUST002,Future Devices Inc.,822,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,371,5.75,2133.25,Partially_Shipped
SO-20250502080046-223,2025-05-02,2025-05-16,Partially Shipped,27755.3,CUST004,MediEquip Corp.,870,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,369,7.8,2878.2,Partially_Shipped
SO-20250501100848-183,2025-05-01,2025-06-08,Partially Shipped,3088.8,CUST001,Global Tech Solutions,866,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,396,7.8,3088.8,Partially_Shipped
SO-20250429121512-626,2025-04-29,2025-06-04,Partially Shipped,16554.9,CUST004,MediEquip Corp.,851,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,5764,2.5,14410.0,Partially_Shipped
SO-20250430093506-462,2025-04-30,2025-05-13,Partially Shipped,23826.8,CUST004,MediEquip Corp.,860,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,274,45.0,12330.0,Partially_Shipped
SO-20250429125207-336,2025-04-29,2025-05-12,Partially Shipped,54516.0,CUST002,Future Devices Inc.,854,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,458,7.8,3572.4,Partially_Shipped
SO-20250424114456-800,2025-04-24,2025-05-30,Partially Shipped,21105.6,CUST002,Future Devices Inc.,833,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,452,25.5,11526.0,Partially_Shipped
SO-20250502150317-950,2025-05-02,2025-06-08,Partially Shipped,22417.5,CUST002,Future Devices Inc.,867,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,8967,2.5,22417.5,Partially_Shipped
SO-20250503094622-831,2025-05-03,2025-06-14,Partially Shipped,93988.25,CUST001,Global Tech Solutions,880,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,496,15.2,7539.2,Partially_Shipped
SO-20250425092416-576,2025-04-25,2025-05-08,Partially Shipped,72586.6,CUST004,MediEquip Corp.,835,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,248,8.9,2207.2,Partially_Shipped
SO-20250427155706-967,2025-04-27,2025-06-06,Partially Shipped,132485.0,CUST002,Future Devices Inc.,848,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,297,7.8,2316.6,Partially_Shipped
SO-20250425115813-372,2025-04-25,2025-05-15,Partially Shipped,304379.5,CUST005,Automotive Innovations Ltd.,839,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,5833,45.0,262485.0,Partially_Shipped
SO-20250424114456-800,2025-04-24,2025-05-30,Partially Shipped,21105.6,CUST002,Future Devices Inc.,832,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,398,7.8,3104.4,Partially_Shipped
SO-20250424114456-800,2025-04-24,2025-05-30,Partially Shipped,21105.6,CUST002,Future Devices Inc.,831,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,426,15.2,6475.2,Partially_Shipped
SO-20250427122358-131,2025-04-27,2025-06-10,Partially Shipped,36948.6,CUST002,Future Devices Inc.,844,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,102,7.8,795.6,Partially_Shipped
SO-20250425092416-576,2025-04-25,2025-05-08,Partially Shipped,72586.6,CUST004,MediEquip Corp.,837,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,370,7.8,2886.0,Partially_Shipped
SO-20250425092416-576,2025-04-25,2025-05-08,Partially Shipped,72586.6,CUST004,MediEquip Corp.,836,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,8653,7.8,67493.4,Partially_Shipped
SO-20250503094622-831,2025-05-03,2025-06-14,Partially Shipped,93988.25,CUST001,Global Tech Solutions,881,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,273,5.75,1569.75,Partially_Shipped
SO-20250503094622-831,2025-05-03,2025-06-14,Partially Shipped,93988.25,CUST001,Global Tech Solutions,882,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,9537,8.9,84879.3,Partially_Shipped
SO-20250502083149-522,2025-05-02,2025-05-18,Partially Shipped,90080.8,CUST003,AeroSpace Dynamics,871,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,315,5.75,1811.25,Partially_Shipped
SO-20250505141012-895,2025-05-05,2025-06-15,Partially Shipped,4841.7,CUST003,AeroSpace Dynamics,886,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,86,5.75,494.5,Partially_Shipped
SO-20250427155706-967,2025-04-27,2025-06-06,Partially Shipped,132485.0,CUST002,Future Devices Inc.,847,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,7942,15.2,120718.4,Partially_Shipped
SO-20250505111102-601,2025-05-05,2025-06-18,Partially Shipped,59925.0,CUST005,Automotive Innovations Ltd.,887,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,2350,25.5,59925.0,Partially_Shipped
SO-20250428092449-658,2025-04-28,2025-06-07,Partially Shipped,2199.6,CUST001,Global Tech Solutions,849,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,282,7.8,2199.6,Partially_Shipped
SO-20250504084601-872,2025-05-04,2025-06-03,Partially Shipped,11590.8,CUST003,AeroSpace Dynamics,884,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,1044,7.8,8143.2,Partially_Shipped
SO-20250429110916-226,2025-04-29,2025-05-14,Partially Shipped,75330.0,CUST002,Future Devices Inc.,850,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,1674,45.0,75330.0,Partially_Shipped
SO-20250508080005-194,2025-05-08,2025-06-19,Partially Shipped,30090.75,CUST002,Future Devices Inc.,906,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,346,45.0,15570.0,Partially_Shipped
SO-20250508080005-194,2025-05-08,2025-06-19,Partially Shipped,30090.75,CUST002,Future Devices Inc.,905,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,286,25.5,7293.0,Partially_Shipped
SO-20250508080005-194,2025-05-08,2025-06-19,Partially Shipped,30090.75,CUST002,Future Devices Inc.,904,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,1257,5.75,7227.75,Partially_Shipped
SO-20250507161751-632,2025-05-07,2025-06-06,Partially Shipped,12691.8,CUST001,Global Tech Solutions,898,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,487,8.9,4334.3,Partially_Shipped
SO-20250517080908-952,2025-05-17,2025-06-12,Partially Shipped,10468.6,CUST002,Future Devices Inc.,942,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,411,15.2,6247.2,Partially_Shipped
SO-20250517080908-952,2025-05-17,2025-06-12,Partially Shipped,10468.6,CUST002,Future Devices Inc.,944,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,454,5.75,2610.5,Partially_Shipped
SO-20250503104148-644,2025-05-03,2025-06-05,Partially Shipped,159591.4,CUST005,Automotive Innovations Ltd.,876,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,252,8.9,2242.8,Partially_Shipped
SO-20250511080656-213,2025-05-11,2025-05-21,Partially Shipped,20775.0,CUST001,Global Tech Solutions,915,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,5867,2.5,14667.5,Partially_Shipped
SO-20250511080656-213,2025-05-11,2025-05-21,Partially Shipped,20775.0,CUST001,Global Tech Solutions,917,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,150,5.75,862.5,Partially_Shipped
SO-20250509083330-602,2025-05-09,2025-06-20,Partially Shipped,16562.5,CUST005,Automotive Innovations Ltd.,908,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,200,7.8,1560.0,Partially_Shipped
SO-20250509101206-159,2025-05-09,2025-06-20,Partially Shipped,10930.0,CUST004,MediEquip Corp.,907,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,4372,2.5,10930.0,Partially_Shipped
SO-20250512095512-170,2025-05-12,2025-05-28,Partially Shipped,2116.0,CUST003,AeroSpace Dynamics,918,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,368,5.75,2116.0,Partially_Shipped
SO-20250513145108-794,2025-05-13,2025-06-17,Partially Shipped,7265.6,CUST002,Future Devices Inc.,922,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,478,15.2,7265.6,Partially_Shipped
SO-20250508134115-813,2025-05-08,2025-06-08,Partially Shipped,9157.5,CUST002,Future Devices Inc.,900,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,3514,2.5,8785.0,Partially_Shipped
SO-20250505141012-895,2025-05-05,2025-06-15,Partially Shipped,4841.7,CUST003,AeroSpace Dynamics,885,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,286,15.2,4347.2,Partially_Shipped
SO-20250505123423-749,2025-05-05,2025-05-26,Partially Shipped,8186.15,CUST003,AeroSpace Dynamics,888,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,396,7.8,3088.8,Partially_Shipped
SO-20250505121056-623,2025-05-05,2025-05-19,Partially Shipped,141588.0,CUST002,Future Devices Inc.,891,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,9315,15.2,141588.0,Partially_Shipped
SO-20250509104606-696,2025-05-09,2025-05-29,Partially Shipped,3754.5,CUST001,Global Tech Solutions,912,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,252,7.8,1965.6,Partially_Shipped
SO-20250516090637-747,2025-05-16,2025-06-12,Partially Shipped,10982.5,CUST003,AeroSpace Dynamics,931,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,117,45.0,5265.0,Partially_Shipped
SO-20250505094713-770,2025-05-05,2025-05-19,Partially Shipped,3932.8,CUST003,AeroSpace Dynamics,892,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,224,5.75,1288.0,Partially_Shipped
SO-20250505123423-749,2025-05-05,2025-05-26,Partially Shipped,8186.15,CUST003,AeroSpace Dynamics,889,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,352,7.8,2745.6,Partially_Shipped
SO-20250512090335-943,2025-05-12,2025-06-05,Partially Shipped,21921.0,CUST003,AeroSpace Dynamics,919,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,159,45.0,7155.0,Partially_Shipped
SO-20250507133856-165,2025-05-07,2025-06-06,Partially Shipped,1903.25,CUST005,Automotive Innovations Ltd.,896,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,331,5.75,1903.25,Partially_Shipped
SO-20250519101656-476,2025-05-19,2025-05-30,Partially Shipped,379281.1,CUST001,Global Tech Solutions,949,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,7193,25.5,183421.5,Processing
SO-20250513144103-959,2025-05-13,2025-05-24,Partially Shipped,1991.2,CUST005,Automotive Innovations Ltd.,923,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,131,15.2,1991.2,Partially_Shipped
SO-20250518162701-775,2025-05-18,2025-06-15,Partially Shipped,63866.4,CUST004,MediEquip Corp.,947,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,330,8.9,2937.0,Partially_Shipped
SO-20250507122810-564,2025-05-07,2025-05-29,Partially Shipped,1529.5,CUST004,MediEquip Corp.,895,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,266,5.75,1529.5,Partially_Shipped
SO-20250507161751-632,2025-05-07,2025-06-06,Partially Shipped,12691.8,CUST001,Global Tech Solutions,897,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,3343,2.5,8357.5,Partially_Shipped
SO-20250519145855-719,2025-05-19,2025-06-04,Partially Shipped,4344.2,CUST003,AeroSpace Dynamics,953,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,125,2.5,312.5,Partially_Shipped
SO-20250506100843-323,2025-05-06,2025-06-06,Partially Shipped,36142.9,CUST005,Automotive Innovations Ltd.,894,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,4061,8.9,36142.9,Partially_Shipped
SO-20250508133501-361,2025-05-08,2025-05-30,Partially Shipped,98018.05,CUST001,Global Tech Solutions,901,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,2604,15.2,39580.8,Partially_Shipped
SO-20250508133501-361,2025-05-08,2025-05-30,Partially Shipped,98018.05,CUST001,Global Tech Solutions,903,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,5704,2.5,14260.0,Partially_Shipped
SO-20250505123423-749,2025-05-05,2025-05-26,Partially Shipped,8186.15,CUST003,AeroSpace Dynamics,890,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,409,5.75,2351.75,Partially_Shipped
SO-20250505094713-770,2025-05-05,2025-05-19,Partially Shipped,3932.8,CUST003,AeroSpace Dynamics,893,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,174,15.2,2644.8,Partially_Shipped
SO-20250518162701-775,2025-05-18,2025-06-15,Partially Shipped,63866.4,CUST004,MediEquip Corp.,946,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,382,8.9,3399.8,Processing
SO-20250514135156-670,2025-05-14,2025-06-18,Partially Shipped,9393.3,CUST004,MediEquip Corp.,925,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,150,45.0,6750.0,Partially_Shipped
SO-20250508134115-813,2025-05-08,2025-06-08,Partially Shipped,9157.5,CUST002,Future Devices Inc.,899,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,149,2.5,372.5,Partially_Shipped
SO-20250509104606-696,2025-05-09,2025-05-29,Partially Shipped,3754.5,CUST001,Global Tech Solutions,911,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,201,8.9,1788.9,Partially_Shipped
SO-20250508133501-361,2025-05-08,2025-05-30,Partially Shipped,98018.05,CUST001,Global Tech Solutions,902,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,7683,5.75,44177.25,Partially_Shipped
SO-20250514135156-670,2025-05-14,2025-06-18,Partially Shipped,9393.3,CUST004,MediEquip Corp.,926,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,297,8.9,2643.3,Partially_Shipped
SO-20250512090335-943,2025-05-12,2025-06-05,Partially Shipped,21921.0,CUST003,AeroSpace Dynamics,920,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,482,25.5,12291.0,Partially_Shipped
SO-20250516130921-617,2025-05-16,2025-05-27,Partially Shipped,170179.6,CUST003,AeroSpace Dynamics,937,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,9923,15.2,150829.6,Partially_Shipped
SO-20250509083330-602,2025-05-09,2025-06-20,Partially Shipped,16562.5,CUST005,Automotive Innovations Ltd.,910,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,5552,2.5,13880.0,Partially_Shipped
SO-20250509083330-602,2025-05-09,2025-06-20,Partially Shipped,16562.5,CUST005,Automotive Innovations Ltd.,909,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,449,2.5,1122.5,Partially_Shipped
SO-20250510101040-476,2025-05-10,2025-05-23,Partially Shipped,100316.65,CUST003,AeroSpace Dynamics,913,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,6176,8.9,54966.4,Partially_Shipped
SO-20250516142142-565,2025-05-16,2025-06-10,Partially Shipped,178529.5,CUST002,Future Devices Inc.,933,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,6259,25.5,159604.5,Partially_Shipped
SO-20250519101656-476,2025-05-19,2025-05-30,Partially Shipped,379281.1,CUST001,Global Tech Solutions,950,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,4320,45.0,194400.0,Partially_Shipped
SO-20250517121631-551,2025-05-17,2025-06-19,Partially Shipped,17647.4,CUST005,Automotive Innovations Ltd.,940,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,115,2.5,287.5,Partially_Shipped
SO-20250516142142-565,2025-05-16,2025-06-10,Partially Shipped,178529.5,CUST002,Future Devices Inc.,932,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,100,2.5,250.0,Partially_Shipped
SO-20250518162701-775,2025-05-18,2025-06-15,Partially Shipped,63866.4,CUST004,MediEquip Corp.,945,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,6464,8.9,57529.6,Partially_Shipped
SO-20250513143924-577,2025-05-13,2025-05-26,Partially Shipped,17531.75,CUST005,Automotive Innovations Ltd.,924,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,3049,5.75,17531.75,Partially_Shipped
SO-20250520155358-218,2025-05-20,2025-06-07,Partially Shipped,24581.25,CUST003,AeroSpace Dynamics,954,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,4275,5.75,24581.25,Partially_Shipped
